ACCIDENT_NO,VEHICLE_ID,VEHICLE_YEAR_MANUF,VEHICLE_DCA_CODE,INITIAL_DIRECTION,ROAD_SURFACE_TYPE,ROAD_SURFACE_TYPE_DESC,REG_STATE,VEHICLE_BODY_STYLE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_POWER,VEHICLE_TYPE,VEHICLE_TYPE_DESC,VEHICLE_WEIGHT,CONSTRUCTION_TYPE,FUEL_TYPE,NO_OF_WHEELS,NO_OF_CYLINDERS,SEATING_CAPACITY,TARE_WEIGHT,TOTAL_NO_OCCUPANTS,CARRY_CAPACITY,CUBIC_CAPACITY,FINAL_DIRECTION,DRIVER_INTENT,VEHICLE_MOVEMENT,TRAILER_TYPE,VEHICLE_COLOUR_1,VEHICLE_COLOUR_2,CAUGHT_FIRE,INITIAL_IMPACT,LAMPS,LEVEL_OF_DAMAGE,TOWED_AWAY_FLAG,TRAFFIC_CONTROL,TRAFFIC_CONTROL_DESC
T20120000216,B,1992.0,1.0,SE,1.0,Paved,V,TIPPER,VOLVO,NL1290,,72,Heavy Vehicle (Rigid) > 4.5 Tonnes,26500.0,R,D,6.0,6.0,2.0,10110.0,1.0,16390.0,2000.0,SW,2.0,2.0,H,WHI,ZZ,2.0,F,2.0,2,2.0,1.0,Stop-go lights
T20120000216,C,1990.0,2.0,NW,1.0,Paved,V,S WAG,TOYOTA,1248,,2,Station Wagon,,,Z,,4.0,6.0,1500.0,1.0,,,NW,1.0,1.0,H,WHI,ZZ,2.0,2,2.0,5,1.0,1.0,Stop-go lights
T20120000224,A,2000.0,1.0,NK,1.0,Paved,V,SEDAN,PEUG,306,,1,Car,,R,P,4.0,4.0,5.0,1058.0,1.0,,,NK,12.0,1.0,H,GRN,ZZ,2.0,F,0.0,4,1.0,0.0,No control
T20120000225,A,1998.0,2.0,S,1.0,Paved,V,SEDAN,MITSUB,MIRAGE,,1,Car,,R,P,4.0,4.0,5.0,935.0,2.0,,,S,1.0,17.0,H,SIL,ZZ,2.0,R,2.0,2,9.0,0.0,No control
T20120000225,B,2004.0,1.0,S,1.0,Paved,Q,SED,NISSAN,PULSAR,,1,Car,,,Z,,4.0,5.0,1032.0,1.0,,,S,1.0,1.0,H,GLD,ZZ,2.0,F,2.0,2,9.0,0.0,No control
T20120000227,A,2008.0,1.0,E,1.0,Paved,V,VAN,TOYOTA,HIACE,,5,Panel Van,2800.0,R,P,4.0,4.0,3.0,1715.0,1.0,1085.0,,E,1.0,1.0,H,WHI,ZZ,2.0,5,2.0,2,2.0,10.0,Stop sign
T20120000227,B,2008.0,2.0,S,1.0,Paved,V,TRAY,MAZDA,BT-50,,4,Utility,3050.0,R,D,4.0,4.0,4.0,1896.0,2.0,1154.0,,S,1.0,1.0,H,GRY,ZZ,2.0,2,2.0,4,1.0,0.0,No control
T20120000231,A,2006.0,8.0,SW,1.0,Paved,V,UTIL,FORD,FALCON,,4,Utility,2505.0,R,G,4.0,6.0,2.0,1628.0,2.0,877.0,,NK,1.0,1.0,H,WHI,ZZ,2.0,N,2.0,6,2.0,99.0,Unknown
T20120000231,B,,1.0,SW,1.0,Paved,,,HOLDEN,COMMOD,,99,Not Known,,,Z,,,,,1.0,,,NK,6.0,6.0,H,BRN,ZZ,2.0,N,9.0,9,2.0,99.0,Unknown
T20120000237,A,1998.0,1.0,N,1.0,Paved,V,SEDAN,HOLDEN,COMM,,1,Car,,R,P,4.0,8.0,5.0,1504.0,2.0,,5000.0,N,1.0,18.0,H,BLU,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120000238,A,1994.0,1.0,S,3.0,Gravel,V,SED,FORD,FESTI,,1,Car,,R,P,4.0,4.0,5.0,1000.0,2.0,,,S,1.0,1.0,H,RED,ZZ,2.0,1,2.0,5,2.0,0.0,No control
T20120000242,A,1991.0,1.0,NE,1.0,Paved,V,SEDAN,SUBARU,LIBER,,1,Car,,R,P,4.0,4.0,5.0,1200.0,1.0,,,NE,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,3,1.0,1.0,Stop-go lights
T20120000242,B,2000.0,2.0,NE,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1500.0,2.0,,,NE,1.0,1.0,H,WHI,ZZ,2.0,R,2.0,1,2.0,1.0,Stop-go lights
T20120000245,A,2001.0,1.0,W,1.0,Paved,V,S WAG,TOYOTA,CAMRY,,2,Station Wagon,,R,M,4.0,4.0,5.0,1400.0,2.0,,,W,1.0,1.0,H,SIL,ZZ,1.0,1,2.0,2,2.0,1.0,Stop-go lights
T20120000246,A,2004.0,1.0,E,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1526.0,1.0,,,NK,1.0,18.0,H,GRY,ZZ,2.0,F,2.0,3,1.0,0.0,No control
T20120000251,A,1998.0,2.0,NW,1.0,Paved,V,SEDAN,FORD,LASER,,1,Car,,R,P,4.0,4.0,5.0,1100.0,1.0,,,NW,1.0,1.0,H,RED,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120000251,B,1998.0,1.0,NE,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1550.0,1.0,,,SE,2.0,2.0,H,BLU,ZZ,2.0,2,2.0,2,2.0,11.0,Giveway sign
T20120000253,A,2003.0,1.0,S,1.0,Paved,V,SEDAN,MAZDA,PROTEG,,1,Car,,R,P,4.0,4.0,5.0,1150.0,1.0,,,S,1.0,1.0,H,GRY,ZZ,2.0,F,2.0,1,9.0,0.0,No control
T20120000253,B,2011.0,2.0,S,1.0,Paved,V,WAGON,TOYOTA,RAV4,,2,Station Wagon,,R,P,4.0,4.0,5.0,1500.0,1.0,,,S,16.0,17.0,H,WHI,ZZ,2.0,R,2.0,1,2.0,0.0,No control
T20120000255,A,2000.0,1.0,E,1.0,Paved,V,SEDAN,NISSAN,MAXIMA,,1,Car,,R,P,4.0,6.0,5.0,1500.0,1.0,,,E,1.0,18.0,H,BLU,ZZ,2.0,F,2.0,5,1.0,0.0,No control
T20120000255,B,2009.0,2.0,W,1.0,Paved,V,SEDAN,MAZDA,3 MAXX,,1,Car,,R,P,4.0,4.0,5.0,1305.0,1.0,,,W,1.0,1.0,H,BLK,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120000256,A,2001.0,1.0,S,1.0,Paved,V,COUPE,B M W,325CI,,1,Car,,R,P,4.0,6.0,5.0,1445.0,1.0,,,W,2.0,2.0,H,SIL,ZZ,2.0,7,2.0,4,1.0,0.0,No control
T20120000256,B,2010.0,2.0,N,1.0,Paved,V,SEDAN,MITSUB,LANCER,,1,Car,,R,P,4.0,4.0,5.0,1368.0,1.0,,,N,1.0,1.0,H,SIL,ZZ,2.0,F,0.0,4,1.0,0.0,No control
T20120000258,A,2002.0,2.0,W,1.0,Paved,V,WAGON,TOYOTA,RAV4,,2,Station Wagon,,R,P,4.0,4.0,4.0,1100.0,1.0,,,W,1.0,1.0,H,BLK,ZZ,2.0,6,2.0,1,2.0,1.0,Stop-go lights
T20120000258,B,0.0,1.0,W,1.0,Paved,,,,,,13,Bicycle,,,,,,,0.0,1.0,,,W,1.0,1.0,H,ZZ,ZZ,0.0,1,2.0,1,2.0,1.0,Stop-go lights
T20120000263,A,2002.0,1.0,S,1.0,Paved,V,COUPE,VOLKS,POLO,,1,Car,,R,P,4.0,4.0,5.0,1090.0,1.0,,,E,3.0,3.0,H,BLK,ZZ,2.0,7,2.0,6,2.0,0.0,No control
T20120000263,B,,2.0,S,1.0,Paved,,,,,,13,Bicycle,,,,,,,,1.0,,,S,1.0,1.0,H,ZZ,ZZ,0.0,F,2.0,6,2.0,0.0,No control
T20120000264,A,2011.0,1.0,E,1.0,Paved,V,WAGON,NISSAN,XTRAIL,,2,Station Wagon,2150.0,R,D,4.0,4.0,5.0,1650.0,2.0,500.0,,E,1.0,1.0,H,RED,ZZ,2.0,1,1.0,5,1.0,0.0,No control
T20120000274,A,1999.0,1.0,E,1.0,Paved,V,CYCLE,HONDA,VT750C,,10,Motor Cycle,,,Z,,2.0,,,1.0,,,E,16.0,16.0,H,BLK,ZZ,2.0,F,2.0,3,2.0,0.0,No control
T20120000275,A,,1.0,N,1.0,Paved,N,UTI,HOLDEN,VY UTI,,4,Utility,,,Z,,6.0,4.0,1739.0,1.0,,,N,1.0,18.0,H,GRY,ZZ,2.0,6,9.0,5,1.0,0.0,No control
T20120000277,A,2004.0,1.0,NE,1.0,Paved,V,G UNIT,IVEC D,ACCO,,72,Heavy Vehicle (Rigid) > 4.5 Tonnes,24000.0,R,D,6.0,6.0,2.0,11840.0,1.0,12160.0,,NE,17.0,17.0,H,WHI,ZZ,2.0,F,2.0,6,2.0,0.0,No control
T20120000278,A,1999.0,2.0,S,1.0,Paved,V,S WAG,HOLDEN,COMMOD,,2,Station Wagon,,R,P,4.0,6.0,5.0,1400.0,1.0,,,S,17.0,17.0,H,WHI,ZZ,2.0,R,2.0,1,2.0,1.0,Stop-go lights
T20120000278,B,2000.0,1.0,S,1.0,Paved,V,SEDAN,DAEWOO,NUBIRA,,1,Car,,R,P,4.0,4.0,5.0,1250.0,1.0,,,S,17.0,17.0,H,WHI,ZZ,2.0,F,2.0,1,9.0,1.0,Stop-go lights
T20120000279,A,2000.0,2.0,SE,1.0,Paved,V,CYCLE,H DAV,FLSTC,,10,Motor Cycle,,,Z,,2.0,,,1.0,,,SE,1.0,1.0,H,BLK,ZZ,2.0,F,2.0,3,1.0,1.0,Stop-go lights
T20120000279,B,1994.0,1.0,SW,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,4.0,5.0,1100.0,2.0,,,SE,4.0,1.0,H,MRN,ZZ,2.0,1,2.0,3,1.0,1.0,Stop-go lights
T20120000285,A,2006.0,1.0,E,1.0,Paved,V,UTIL,FORD,FALCON,,4,Utility,2505.0,R,G,4.0,6.0,3.0,1680.0,1.0,825.0,,E,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120000285,B,2004.0,2.0,E,1.0,Paved,V,SEDAN,HOLDEN,BARINA,,1,Car,,R,P,4.0,4.0,5.0,1087.0,1.0,,,S,3.0,17.0,H,GRN,ZZ,2.0,R,2.0,3,1.0,0.0,No control
T20120000286,A,2008.0,1.0,S,1.0,Paved,V,SEDAN,FORD,FOCUS,,1,Car,,R,P,4.0,4.0,5.0,1292.0,2.0,,,S,17.0,17.0,H,WHI,ZZ,2.0,5,2.0,6,2.0,1.0,Stop-go lights
T20120000293,A,1998.0,1.0,S,1.0,Paved,V,COUPE,TOYOTA,STARLE,,1,Car,,R,P,4.0,4.0,5.0,850.0,3.0,,,S,99.0,99.0,H,MRN,ZZ,2.0,5,2.0,4,1.0,0.0,No control
T20120000293,B,2005.0,2.0,S,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1650.0,1.0,,,S,15.0,15.0,H,BLU,ZZ,2.0,4,2.0,2,2.0,0.0,No control
T20120000296,A,1993.0,1.0,N,1.0,Paved,V,VAN,MAZDA,T4000,,71,Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM,4495.0,R,P,4.0,4.0,3.0,3100.0,1.0,1395.0,,N,1.0,1.0,H,WHI,ZZ,2.0,5,2.0,9,2.0,0.0,No control
T20120000300,A,2006.0,1.0,E,1.0,Paved,V,SEDAN,MITSUB,COLT,,1,Car,1250.0,R,P,4.0,4.0,5.0,1150.0,2.0,100.0,,S,2.0,2.0,H,SIL,SIL,2.0,8,2.0,1,2.0,11.0,Giveway sign
T20120000300,B,2003.0,2.0,W,1.0,Paved,V,WAGON,NISSAN,PATROL,,2,Station Wagon,,R,D,4.0,6.0,7.0,2050.0,3.0,,,W,1.0,1.0,H,GLD,ZZ,2.0,F,2.0,1,2.0,11.0,Giveway sign
T20120000304,A,2008.0,8.0,E,1.0,Paved,V,UTIL,FORD,FALCON,,4,Utility,2325.0,R,G,4.0,6.0,2.0,1800.0,1.0,525.0,,E,15.0,15.0,H,SIL,ZZ,2.0,R,2.0,6,2.0,5.0,Ped. crossing
T20120000304,B,2003.0,8.0,E,1.0,Paved,V,SEDAN,HOLDEN,ASTRA,,1,Car,,R,P,4.0,4.0,5.0,1000.0,1.0,,,E,15.0,15.0,H,WHI,ZZ,2.0,R,2.0,2,1.0,5.0,Ped. crossing
T20120000304,C,2002.0,2.0,E,1.0,Paved,V,SEDAN,VOLKS,GOLF,,1,Car,,R,P,4.0,4.0,5.0,1162.0,2.0,,,E,15.0,15.0,H,SIL,ZZ,2.0,R,2.0,4,1.0,5.0,Ped. crossing
T20120000304,D,2008.0,1.0,E,1.0,Paved,V,DC UTE,TOYOTA,HILUX,,4,Utility,,R,D,4.0,6.0,5.0,1880.0,2.0,,,E,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,3,1.0,5.0,Ped. crossing
T20120000306,A,1986.0,1.0,S,1.0,Paved,V,SEDAN,FORD,TELSTA,,1,Car,,R,P,4.0,4.0,5.0,1100.0,1.0,,,S,10.0,8.0,H,BLU,ZZ,2.0,2,2.0,2,2.0,1.0,Stop-go lights
T20120000306,B,2003.0,2.0,S,1.0,Paved,V,SEDAN,VOLKS,BORA,,1,Car,,R,P,4.0,5.0,5.0,1346.0,2.0,,,S,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,3,1.0,1.0,Stop-go lights
T20120000306,C,2001.0,8.0,S,1.0,Paved,V,SEDAN,FORD,FARIMO,,1,Car,,R,M,4.0,6.0,5.0,1550.0,0.0,,,S,11.0,11.0,H,SIL,ZZ,2.0,4,2.0,1,2.0,1.0,Stop-go lights
T20120000306,D,2001.0,8.0,S,1.0,Paved,V,SEDAN,HOLDEN,ASTRA,,1,Car,,R,P,4.0,4.0,5.0,1155.0,0.0,,,S,11.0,11.0,H,SIL,ZZ,2.0,4,2.0,1,2.0,1.0,Stop-go lights
T20120000307,A,2006.0,1.0,N,1.0,Paved,V,S WAG,HOLDEN,COMMOD,,2,Station Wagon,,R,P,4.0,6.0,5.0,1400.0,1.0,,,N,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,5,1.0,10.0,Stop sign
T20120000307,B,2009.0,2.0,E,1.0,Paved,V,SEDAN,MAZDA,6,,1,Car,,R,P,4.0,4.0,5.0,1431.0,1.0,,,E,1.0,1.0,H,BLK,ZZ,2.0,1,2.0,5,1.0,0.0,No control
T20120000314,A,2000.0,1.0,S,1.0,Paved,V,SEDAN,DAEWOO,NUBIRA,,1,Car,,R,P,4.0,4.0,5.0,1189.0,1.0,,,S,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,1,2.0,1.0,Stop-go lights
T20120000314,B,2008.0,2.0,W,1.0,Paved,V,SEDAN,HONDA,CIVIC,,1,Car,,R,P,4.0,4.0,5.0,1210.0,2.0,,,W,1.0,1.0,H,SIL,ZZ,2.0,4,2.0,3,1.0,1.0,Stop-go lights
T20120000315,A,2005.0,1.0,SW,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1568.0,1.0,,,SW,1.0,1.0,H,GRY,ZZ,2.0,F,2.0,4,1.0,11.0,Giveway sign
T20120000315,B,2009.0,2.0,N,1.0,Paved,V,SEDAN,TOYOTA,CAMRY,,1,Car,,R,P,4.0,4.0,5.0,1460.0,2.0,,,N,1.0,1.0,H,BLK,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120000318,A,2000.0,1.0,SE,3.0,Gravel,V,CYCLE,HONDA,XR650R,,10,Motor Cycle,,,Z,,1.0,,,1.0,,,SE,1.0,1.0,H,RED,ZZ,2.0,F,2.0,1,2.0,0.0,No control
T20120000321,A,2003.0,1.0,NW,1.0,Paved,V,WAGON,TOYOTA,PRADO,,2,Station Wagon,,R,P,4.0,4.0,8.0,2250.0,1.0,,,SE,5.0,5.0,H,GLD,ZZ,2.0,7,2.0,2,2.0,0.0,No control
T20120000321,B,2004.0,2.0,SE,1.0,Paved,V,DC UTE,MITSUB,TRITON,,4,Utility,,R,D,4.0,4.0,5.0,1750.0,1.0,,2800.0,SE,1.0,1.0,H,SIL,MRN,2.0,F,2.0,4,1.0,0.0,No control
T20120000322,A,1999.0,2.0,S,1.0,Paved,V,SEDAN,DAEWOO,LANOS,,1,Car,,R,P,4.0,4.0,5.0,1100.0,1.0,,,S,1.0,1.0,H,BLU,ZZ,2.0,1,9.0,2,2.0,1.0,Stop-go lights
T20120000322,B,2011.0,1.0,N,1.0,Paved,V,WAGON,FORD,TERRIT,,2,Station Wagon,,R,D,4.0,6.0,5.0,2047.0,1.0,,,E,2.0,15.0,H,GRY,ZZ,2.0,1,2.0,2,2.0,1.0,Stop-go lights
T20120000323,A,1987.0,1.0,NW,3.0,Gravel,V,S WAG,SUBARU,LEONI,,2,Station Wagon,1550.0,R,P,4.0,4.0,5.0,1050.0,2.0,500.0,,NW,1.0,18.0,H,GLD,ZZ,2.0,F,9.0,5,2.0,0.0,No control
T20120000328,A,2002.0,1.0,N,1.0,Paved,V,S WAG,HOLDEN,COMMOD,,2,Station Wagon,,R,P,4.0,6.0,5.0,1545.0,4.0,,,N,99.0,18.0,H,BLU,ZZ,2.0,F,2.0,5,1.0,0.0,No control
T20120000329,A,1998.0,1.0,SE,1.0,Paved,V,SEDAN,MAZDA,626,,1,Car,,R,P,4.0,4.0,5.0,1200.0,3.0,,,SE,1.0,1.0,H,SIL,ZZ,2.0,5,2.0,2,2.0,0.0,No control
T20120000334,A,,1.0,N,1.0,Paved,V,,UNKN,,,3,Taxi,,,Z,,,,,1.0,,,NK,1.0,1.0,H,ZZ,ZZ,2.0,F,2.0,6,2.0,0.0,No control
T20120000338,A,1990.0,1.0,W,1.0,Paved,V,SEDAN,HOLDEN,C/DORE,,1,Car,,R,M,4.0,6.0,5.0,1300.0,5.0,,,W,1.0,18.0,B,WHI,ZZ,2.0,F,1.0,4,1.0,0.0,No control
T20120000342,A,2011.0,1.0,NW,1.0,Paved,V,SEDAN,MAZDA,3NEO,,1,Car,,R,P,4.0,4.0,5.0,1284.0,1.0,,,NW,1.0,1.0,H,GRY,ZZ,2.0,5,1.0,2,2.0,0.0,No control
T20120000342,B,,2.0,NW,1.0,Paved,,,,,,13,Bicycle,,,,,,,,1.0,,,NW,1.0,1.0,H,ZZ,ZZ,0.0,R,1.0,5,2.0,0.0,No control
T20120000343,A,2001.0,1.0,S,1.0,Paved,V,SEDAN,FORD,FORTE,,1,Car,,R,P,4.0,6.0,5.0,1400.0,1.0,,,E,4.0,4.0,H,BLU,ZZ,2.0,F,2.0,6,2.0,0.0,No control
T20120000343,B,2009.0,2.0,S,1.0,Paved,V,WAGON,DODGE,NITRO,,2,Station Wagon,2520.0,R,D,4.0,4.0,5.0,1921.0,2.0,599.0,,E,4.0,4.0,H,WHI,ZZ,2.0,R,2.0,1,2.0,0.0,No control
T20120000351,A,2002.0,1.0,SE,1.0,Paved,V,UTIL,FORD,FALCON,,4,Utility,2220.0,R,P,4.0,6.0,2.0,1555.0,1.0,665.0,,SE,1.0,1.0,H,BLU,ZZ,1.0,F,2.0,5,1.0,0.0,No control
T20120000352,A,2009.0,1.0,W,1.0,Paved,V,SEDAN,HOLDEN,ASTRA,,1,Car,,R,P,4.0,4.0,5.0,1160.0,1.0,,,W,1.0,1.0,H,RED,ZZ,2.0,F,2.0,2,2.0,99.0,Unknown
T20120000353,A,2010.0,1.0,S,1.0,Paved,V,CYCLE,HUNT,SPIDER,,10,Motor Cycle,,,Z,,2.0,,,1.0,,,S,1.0,1.0,H,BLK,ZZ,2.0,F,2.0,5,2.0,9.0,Roundabout
T20120000356,A,2003.0,1.0,N,1.0,Paved,V,SEDAN,HOLDEN,BERLIN,,1,Car,,R,P,4.0,6.0,5.0,1400.0,1.0,,,N,1.0,18.0,H,BLU,ZZ,2.0,F,2.0,3,1.0,0.0,No control
T20120000361,A,2006.0,1.0,SE,1.0,Paved,V,SOLO,TRIUM,UNKNWN,,10,Motor Cycle,,,P,2.0,3.0,,0.0,1.0,,1050.0,SE,1.0,1.0,H,BLU,ZZ,2.0,1,2.0,4,9.0,0.0,No control
T20120000361,B,2008.0,2.0,NW,1.0,Paved,V,S WAG,FORD,TERRIT,,2,Station Wagon,,R,P,4.0,6.0,5.0,2015.0,2.0,,,NW,1.0,1.0,H,WHI,ZZ,2.0,3,2.0,2,2.0,0.0,No control
T20120000367,A,,1.0,N,1.0,Paved,N,SED,MITSUB,CE CAB,,1,Car,,,Z,,4.0,5.0,1063.0,1.0,,,E,2.0,2.0,H,WHI,ZZ,2.0,F,2.0,4,1.0,15.0,Other
T20120000367,B,2009.0,2.0,S,1.0,Paved,V,SEDAN,MAZDA,2,,1,Car,,R,P,4.0,4.0,5.0,995.0,1.0,,,S,1.0,1.0,H,GRY,ZZ,2.0,F,2.0,4,1.0,15.0,Other
T20120000371,A,1997.0,2.0,S,1.0,Paved,V,COUPE,HYNDAI,SXCOUP,,1,Car,,R,P,4.0,4.0,5.0,1150.0,1.0,,,S,1.0,1.0,H,RED,ZZ,2.0,F,2.0,1,2.0,0.0,No control
T20120000371,B,,1.0,E,1.0,Paved,,,,,,13,Bicycle,,,,,,,,1.0,,,E,1.0,1.0,H,ZZ,ZZ,0.0,5,2.0,2,2.0,0.0,No control
T20120000375,A,1988.0,1.0,SE,3.0,Gravel,V,SEDAN,TOYOTA,COROLL,,1,Car,,R,P,4.0,4.0,5.0,940.0,1.0,,1600.0,SE,1.0,1.0,H,CRM,ZZ,2.0,5,2.0,5,2.0,0.0,No control
T20120000376,A,,1.0,SE,1.0,Paved,,,,,,13,Bicycle,,,,,,,,1.0,,,SE,1.0,18.0,H,ZZ,ZZ,0.0,F,2.0,5,2.0,11.0,Giveway sign
T20120000376,B,,2.0,SW,1.0,Paved,N,P VAN,PORSCH,CAYENN,,5,Panel Van,,,Z,,6.0,5.0,2105.0,1.0,,,SW,1.0,1.0,H,GRY,ZZ,2.0,1,2.0,2,2.0,0.0,No control
T20120000377,A,1988.0,2.0,N,1.0,Paved,V,S WAG,NISSAN,,,2,Station Wagon,,R,P,4.0,5.0,5.0,1350.0,1.0,,,N,15.0,15.0,H,BLU,ZZ,2.0,2,9.0,1,2.0,0.0,No control
T20120000377,B,1991.0,1.0,N,1.0,Paved,V,CYCLE,HONDA,NH80MD,,10,Motor Cycle,,,Z,,1.0,,,1.0,,,N,1.0,1.0,H,BLK,ZZ,2.0,F,9.0,1,2.0,0.0,No control
T20120000382,A,2001.0,1.0,NE,3.0,Gravel,V,S WAG,HOLDEN,COMMOD,,2,Station Wagon,,R,P,4.0,6.0,5.0,1504.0,1.0,,,NE,1.0,18.0,H,GRY,ZZ,2.0,T,2.0,5,2.0,0.0,No control
T20120000386,A,1999.0,1.0,N,1.0,Paved,V,SEDAN,DAIHAT,SIRION,,1,Car,,R,P,4.0,3.0,5.0,600.0,1.0,,,N,1.0,1.0,H,GRY,ZZ,2.0,F,2.0,5,2.0,0.0,No control
T20120000388,A,1999.0,1.0,W,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,3.0,1512.0,1.0,,3800.0,W,1.0,18.0,H,SIL,ZZ,2.0,F,2.0,5,1.0,0.0,No control
T20120000390,A,2011.0,1.0,N,1.0,Paved,V,VAN,HYNDAI,ILOAD,,5,Panel Van,,R,D,4.0,4.0,3.0,2084.0,1.0,,,N,1.0,1.0,H,WHI,ZZ,2.0,5,2.0,1,2.0,0.0,No control
T20120000390,B,2008.0,2.0,N,1.0,Paved,V,SEDAN,FORD,FALCON,,3,Taxi,,R,M,4.0,6.0,5.0,1648.0,1.0,,,N,1.0,1.0,H,YLW,GRN,2.0,4,2.0,1,2.0,0.0,No control
T20120000391,A,,1.0,E,1.0,Paved,N,SED,SUZUKI,EZ SWI,,1,Car,,,Z,,4.0,,1027.0,1.0,,,E,1.0,1.0,H,SIL,ZZ,2.0,F,2.0,3,1.0,11.0,Giveway sign
T20120000391,B,1986.0,2.0,S,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,1700.0,R,P,4.0,6.0,5.0,1300.0,1.0,400.0,,S,1.0,1.0,H,SIL,ZZ,2.0,2,2.0,3,2.0,11.0,Giveway sign
T20120000396,A,1996.0,1.0,W,1.0,Paved,V,S WAG,HOLDEN,COMMOD,,2,Station Wagon,,R,P,4.0,6.0,5.0,1400.0,3.0,,,W,10.0,10.0,H,BLU,ZZ,2.0,N,2.0,6,2.0,0.0,No control
T20120000400,A,1992.0,1.0,SW,1.0,Paved,V,SEDAN,HOLDEN,STATES,,1,Car,,R,P,4.0,8.0,5.0,1540.0,1.0,,,SW,1.0,18.0,H,GLD,ZZ,2.0,5,2.0,4,1.0,0.0,No control
T20120000403,A,2004.0,1.0,S,1.0,Paved,V,SOLO,SUZUKI,GSXR75,,10,Motor Cycle,,,P,2.0,4.0,,,1.0,,749.0,S,7.0,1.0,H,YLW,ZZ,2.0,F,2.0,4,1.0,0.0,No control
T20120000403,B,1999.0,2.0,S,1.0,Paved,V,SEDAN,FORD,FALCON,,1,Car,,R,P,4.0,6.0,5.0,1450.0,1.0,,,S,1.0,1.0,H,SIL,ZZ,2.0,3,2.0,2,2.0,0.0,No control
T20120000404,A,2004.0,1.0,E,1.0,Paved,V,TRAY,HOLDEN,RODEO,,4,Utility,2900.0,R,D,4.0,4.0,3.0,1940.0,2.0,960.0,,E,1.0,1.0,H,WHI,ZZ,2.0,F,2.0,4,1.0,1.0,Stop-go lights
T20120000404,B,1997.0,2.0,N,1.0,Paved,V,SEDAN,MITSUB,MAGNA,,1,Car,,R,M,4.0,6.0,5.0,1365.0,2.0,,,N,1.0,1.0,H,GRY,ZZ,2.0,6,2.0,4,1.0,1.0,Stop-go lights
T20120000410,A,1997.0,1.0,SE,1.0,Paved,V,SEDAN,HOLDEN,COMMOD,,1,Car,,R,P,4.0,6.0,5.0,1300.0,1.0,,,NW,1.0,1.0,H,WHI,ZZ,2.0,F,1.0,4,1.0,0.0,No control
T20120000410,B,2000.0,2.0,SE,1.0,Paved,V,SEDAN,FORD,FORTE,,1,Car,,R,M,4.0,6.0,5.0,1400.0,1.0,,,SE,1.0,1.0,H,GRY,ZZ,2.0,R,2.0,3,1.0,0.0,No control
T20120000411,A,2006.0,2.0,W,1.0,Paved,V,SEDAN,FORD,FALCON,,3,Taxi,,R,G,4.0,6.0,5.0,1694.0,3.0,,,NK,1.0,1.0,H,YLW,GRN,2.0,8,1.0,5,1.0,1.0,Stop-go lights
T20120000411,B,2010.0,1.0,N,1.0,Paved,V,P MVR,F LINE,ARGOSY,,62,Prime Mover B-Double,,R,D,6.0,6.0,2.0,8560.0,1.0,,,NK,1.0,1.0,B,YLW,RED,2.0,F,2.0,1,2.0,1.0,Stop-go lights
T20120000411,C,2010.0,8.0,N,1.0,Paved,V,S TRL,VAWD,VBS3,,17,Other Vehicle,38000.0,,Z,6.0,,,8400.0,0.0,,,NK,1.0,1.0,H,RED,SIL,2.0,N,2.0,6,2.0,1.0,Stop-go lights
T20120000414,A,1994.0,1.0,SW,1.0,Paved,V,SEDAN,SUBARU,LIBERT,,1,Car,,R,P,4.0,4.0,5.0,1200.0,1.0,,,NW,2.0,1.0,H,WHI,ZZ,2.0,1,2.0,1,2.0,11.0,Giveway sign
T20120000415,A,2003.0,2.0,E,1.0,Paved,V,SEDAN,PEUG,20603A,,1,Car,,R,P,4.0,4.0,5.0,1031.0,2.0,,2000.0,E,1.0,17.0,H,GRY,ZZ,2.0,F,2.0,3,1.0,1.0,Stop-go lights
